GO	GENE	CLASS
GO:0008270	NCU05536	MF
GO:0042025	NCU05536	CC
GO:0008270	NCU05536	MF
GO:0000981	NCU05536	MF
GO:0006355	NCU05536	BP
GO:0019887	NCU05536	MF
GO:0005956	NCU05536	CC
GO:0004334	NCU05537	MF
GO:0009072	NCU05537	BP
GO:0003824	NCU05537	MF
GO:0009116	NCU05542	BP
GO:0005515	NCU05545	MF
GO:0022857	NCU05546	MF
GO:0022857	NCU05546	MF
GO:0055085	NCU05546	BP
GO:0003824	NCU05548	MF
GO:0009073	NCU05548	BP
GO:0003849	NCU05548	MF
GO:0009058	NCU05548	BP
GO:0005739	NCU05552	CC
GO:0043547	NCU05553	BP
GO:0005096	NCU05553	MF
GO:0005840	NCU05554	CC
GO:0003735	NCU05554	MF
GO:0006412	NCU05554	BP
GO:0016747	NCU05558	MF
GO:0003824	NCU05558	MF
GO:0005975	NCU05577	BP
GO:0004553	NCU05577	MF
GO:0022857	NCU05580	MF
GO:0022857	NCU05580	MF
GO:0055085	NCU05580	BP
GO:0006511	NCU05582	BP
GO:0004190	NCU05584	MF
GO:0006508	NCU05584	BP
GO:0005044	NCU05584	MF
GO:0016020	NCU05584	CC
GO:0022857	NCU05585	MF
GO:0055085	NCU05585	BP
GO:0016020	NCU05585	CC
GO:0022857	NCU05585	MF
GO:0016021	NCU05585	CC
GO:0022857	NCU05585	MF
GO:0055085	NCU05585	BP
GO:0016779	NCU05588	MF
GO:0016887	NCU05591	MF
GO:0005524	NCU05591	MF
GO:0016020	NCU05591	CC
GO:0016021	NCU05591	CC
GO:0055085	NCU05591	BP
GO:0042626	NCU05591	MF
GO:0005524	NCU05591	MF
GO:0022857	NCU05596	MF
GO:0022857	NCU05597	MF
GO:0016021	NCU05597	CC
GO:0022857	NCU05597	MF
GO:0055085	NCU05597	BP
GO:0022857	NCU05597	MF
GO:0055085	NCU05597	BP
GO:0016020	NCU05597	CC
GO:0030246	NCU05598	MF
GO:0030246	NCU05598	MF
GO:0005975	NCU05598	BP
GO:0016837	NCU05598	MF
GO:0005975	NCU05598	BP
GO:0016837	NCU05598	MF
GO:0030246	NCU05598	MF
GO:0005975	NCU05598	BP
GO:0003824	NCU05598	MF
GO:0005840	NCU05599	CC
GO:0003735	NCU05599	MF
GO:0006412	NCU05599	BP
GO:0004408	NCU05601	MF
GO:0005739	NCU05601	CC
GO:0003676	NCU05602	MF
GO:0005507	NCU05604	MF
GO:0055114	NCU05604	BP
GO:0016491	NCU05604	MF
GO:0005507	NCU05604	MF
GO:0055114	NCU05604	BP
GO:0051726	NCU05605	BP
GO:0006491	NCU05606	BP
GO:1902979	NCU05607	BP
GO:0016301	NCU05608	MF
GO:0005515	NCU05608	MF
GO:0044877	NCU05608	MF
GO:0004674	NCU05608	MF
GO:0016021	NCU01254	CC
GO:0006812	NCU01254	BP
GO:0055085	NCU01254	BP
GO:0008324	NCU01254	MF
GO:0005840	NCU04331	CC
GO:0003735	NCU04331	MF
GO:0006412	NCU04331	BP
GO:0008097	NCU04331	MF
GO:0016579	NCU04333	BP
GO:0036459	NCU04333	MF
GO:0006511	NCU04333	BP
GO:0036459	NCU04333	MF
GO:0020037	NCU01402	MF
GO:0019441	NCU01402	BP
GO:0046872	NCU01402	MF
GO:0020037	NCU01402	MF
GO:0008168	NCU01404	MF
GO:0006396	NCU01404	BP
GO:0008173	NCU01404	MF
GO:0003723	NCU01404	MF
GO:0016740	NCU03584	MF
GO:0016788	NCU03584	MF
GO:0009058	NCU03584	BP
GO:0003824	NCU03584	MF
GO:0031177	NCU03584	MF
GO:0032777	NCU03834	CC
GO:0035267	NCU03834	CC
GO:0006357	NCU03834	BP
GO:0031588	NCU03837	CC
GO:0045859	NCU03837	BP
GO:0007165	NCU03837	BP
GO:0005515	NCU03837	MF
GO:0032786	NCU03838	BP
GO:0005634	NCU03838	CC
GO:0008270	NCU03838	MF
GO:0006355	NCU03838	BP
GO:0008270	NCU08923	MF
GO:0003676	NCU08923	MF
GO:0055114	NCU08924	BP
GO:0003995	NCU08924	MF
GO:0055114	NCU08924	BP
GO:0016627	NCU08924	MF
GO:0020037	NCU08924	MF
GO:0055114	NCU08924	BP
GO:0050660	NCU08924	MF
GO:0016627	NCU08924	MF
GO:0016491	NCU08925	MF
GO:0055114	NCU08925	BP
GO:0006914	NCU08926	BP
GO:0030242	NCU08926	BP
GO:0006914	NCU08926	BP
GO:0006629	NCU08927	BP
GO:0016021	NCU08927	CC
GO:0030148	NCU08927	BP
GO:0042284	NCU08927	MF
GO:0016491	NCU08882	MF
GO:0055114	NCU08882	BP
GO:0016491	NCU08882	MF
GO:0003714	NCU09686	MF
GO:0006886	NCU09688	BP
GO:0030131	NCU09688	CC
GO:0016192	NCU09688	BP
GO:0005975	NCU01393	BP
GO:0008757	NCU01398	MF
GO:0016491	NCU01399	MF
GO:0016887	NCU03591	MF
GO:0005524	NCU03591	MF
GO:0016021	NCU03591	CC
GO:0055085	NCU03591	BP
GO:0042626	NCU03591	MF
GO:0005524	NCU03591	MF
GO:0016021	NCU03591	CC
GO:0005524	NCU03591	MF
GO:0016787	NCU09689	MF
GO:0008236	NCU09689	MF
GO:0006508	NCU09689	BP
GO:0006644	NCU09692	BP
GO:0008195	NCU09692	MF
GO:0005525	NCU09696	MF
GO:0006614	NCU09696	BP
GO:0003924	NCU09696	MF
GO:0005525	NCU09696	MF
GO:0008312	NCU09696	MF
GO:0048500	NCU09696	CC
GO:0006614	NCU09696	BP
GO:0005525	NCU09696	MF
GO:0003924	NCU09696	MF
GO:0048500	NCU09696	CC
GO:0006614	NCU09696	BP
GO:0006614	NCU09696	BP
GO:0005525	NCU09696	MF
GO:0048500	NCU09696	CC
GO:0006614	NCU09696	BP
GO:0008312	NCU09696	MF
GO:0022857	NCU09698	MF
GO:0022857	NCU09698	MF
GO:0055085	NCU09698	BP
GO:0042025	NCU01243	CC
GO:0008270	NCU01243	MF
GO:0000981	NCU01243	MF
GO:0006355	NCU01243	BP
GO:0003677	NCU01245	MF
GO:0006383	NCU01245	BP
GO:0005666	NCU01245	CC
GO:0016151	NCU01246	MF
GO:0006807	NCU01246	BP
GO:0043047	NCU01248	MF
GO:0000723	NCU01248	BP
GO:0043047	NCU01248	MF
GO:0000784	NCU01248	CC
GO:0003677	NCU01248	MF
GO:0000723	NCU01248	BP
GO:0061608	NCU01249	MF
GO:0006606	NCU01249	BP
GO:0005515	NCU01249	MF
GO:0006606	NCU01249	BP
GO:0042025	NCU01249	CC
GO:0005737	NCU01249	CC
GO:0061608	NCU01249	MF
GO:0006606	NCU01249	BP
GO:0005975	NCU06730	BP
GO:0004553	NCU06730	MF
GO:0008270	NCU06732	MF
GO:0006508	NCU06732	BP
GO:0008270	NCU06732	MF
GO:0008237	NCU06732	MF
GO:0005680	NCU08873	CC
GO:0048193	NCU08874	BP
GO:0030008	NCU08874	CC
GO:0005960	NCU08877	CC
GO:0019464	NCU08877	BP
GO:0019464	NCU08877	BP
GO:0005960	NCU08877	CC
GO:0005525	NCU08878	MF
GO:0005525	NCU08878	MF
GO:0003924	NCU08878	MF
GO:0042254	NCU08951	BP
GO:1990904	NCU08951	CC
GO:0044237	NCU08952	BP
GO:0005789	NCU08956	CC
GO:0005840	NCU08960	CC
GO:0003735	NCU08960	MF
GO:0006414	NCU08960	BP
GO:0003824	NCU01417	MF
GO:0005199	NCU01418	MF
GO:0031505	NCU01418	BP
GO:0055114	NCU01419	BP
GO:0016491	NCU01419	MF
GO:0016787	NCU01420	MF
GO:0003677	NCU01422	MF
GO:0016846	NCU01424	MF
GO:0008299	NCU01427	BP
GO:0008270	NCU06651	MF
GO:0006069	NCU06652	BP
GO:0051903	NCU06652	MF
GO:0008270	NCU06652	MF
GO:0055114	NCU06652	BP
GO:0016491	NCU06652	MF
GO:0055114	NCU06652	BP
GO:0016491	NCU06652	MF
GO:0008270	NCU06652	MF
GO:0055114	NCU06652	BP
GO:0006284	NCU06654	BP
GO:0003677	NCU06654	MF
GO:0006281	NCU06654	BP
GO:0003824	NCU06654	MF
GO:0019104	NCU06654	MF
GO:0005634	NCU06654	CC
GO:0003906	NCU06654	MF
GO:0006281	NCU06654	BP
GO:0006285	NCU06654	BP
GO:0042025	NCU06656	CC
GO:0008270	NCU06656	MF
GO:0000981	NCU06656	MF
GO:0006355	NCU06656	BP
GO:0003677	NCU06656	MF
GO:0005634	NCU06656	CC
GO:0006351	NCU06656	BP
GO:0008270	NCU06656	MF
GO:0005515	NCU06658	MF
GO:0005525	NCU06659	MF
GO:0016021	NCU06660	CC
GO:0015098	NCU01356	MF
GO:0015689	NCU01356	BP
GO:0005886	NCU01357	CC
GO:0006890	NCU01361	BP
GO:0031011	NCU01362	CC
GO:0016491	NCU01364	MF
GO:0055114	NCU01364	BP
GO:0006310	NCU01365	BP
GO:0003910	NCU01365	MF
GO:0006281	NCU01365	BP
GO:0005524	NCU01365	MF
GO:0003677	NCU01365	MF
GO:0006310	NCU01365	BP
GO:0003910	NCU01365	MF
GO:0006281	NCU01365	BP
GO:0034511	NCU01367	MF
GO:0006364	NCU01367	BP
GO:0005515	NCU01367	MF
GO:0042274	NCU04165	BP
GO:0005525	NCU04166	MF
GO:0003924	NCU04166	MF
GO:0005975	NCU04168	BP
GO:0004553	NCU04168	MF
GO:0005840	NCU04171	CC
GO:0006412	NCU04171	BP
GO:0003735	NCU04171	MF
GO:0005515	NCU04172	MF
GO:0005524	NCU03652	MF
GO:0008270	NCU03652	MF
GO:0006281	NCU03652	BP
GO:0003700	NCU03654	MF
GO:0006355	NCU03654	BP
GO:0005515	NCU03658	MF
GO:0006887	NCU03658	BP
GO:0005737	NCU03658	CC
GO:0004672	NCU03659	MF
GO:0006468	NCU03659	BP
GO:0005524	NCU03659	MF
GO:0005524	NCU03659	MF
GO:0004672	NCU03659	MF
GO:0006468	NCU03659	BP
GO:0008353	NCU03659	MF
GO:0070985	NCU03659	CC
GO:0005675	NCU03659	CC
GO:0004518	NCU03662	MF
GO:0006629	NCU01266	BP
GO:0004435	NCU01266	MF
GO:0035556	NCU01266	BP
GO:0007165	NCU01266	BP
GO:0006629	NCU01266	BP
GO:0008081	NCU01266	MF
GO:0035556	NCU01266	BP
GO:0004435	NCU01266	MF
GO:0016409	NCU01267	MF
GO:0005515	NCU01269	MF
GO:0097027	NCU01269	MF
GO:1904668	NCU01269	BP
GO:0010997	NCU01269	MF
GO:0003824	NCU01271	MF
GO:0006596	NCU01271	BP
GO:0046872	NCU01272	MF
GO:0003824	NCU01272	MF
GO:0006508	NCU01272	BP
GO:0055114	NCU01275	BP
GO:0018580	NCU01275	MF
GO:0003824	NCU01275	MF
GO:0008080	NCU01276	MF
GO:0005975	NCU09672	BP
GO:0004553	NCU09672	MF
GO:0016798	NCU09672	MF
GO:0005618	NCU09672	CC
GO:0071555	NCU09672	BP
GO:0006886	NCU09673	BP
GO:0030131	NCU09673	CC
GO:0016192	NCU09673	BP
GO:0008171	NCU09674	MF
GO:0022857	NCU09678	MF
GO:0055085	NCU09678	BP
GO:0022857	NCU09678	MF
GO:0003824	NCU09679	MF
GO:0005975	NCU09680	BP
GO:0004553	NCU09680	MF
GO:0004553	NCU09680	MF
GO:0030245	NCU09680	BP
GO:0030248	NCU09680	MF
GO:0005975	NCU09680	BP
GO:0005576	NCU09680	CC
GO:0005975	NCU09680	BP
GO:0030248	NCU09680	MF
GO:0005576	NCU09680	CC
GO:0003924	NCU01255	MF
GO:0005525	NCU01255	MF
GO:0005525	NCU01255	MF
GO:0003723	NCU08963	MF
GO:0003735	NCU08963	MF
GO:0003723	NCU08963	MF
GO:0022625	NCU08963	CC
GO:0005840	NCU08964	CC
GO:0006412	NCU08964	BP
GO:0003735	NCU08964	MF
GO:0005840	NCU08964	CC
GO:0003735	NCU08964	MF
GO:0006412	NCU08964	BP
GO:0000154	NCU08968	BP
GO:0008649	NCU08968	MF
GO:0000179	NCU08968	MF
GO:0000179	NCU08968	MF
GO:0006364	NCU08968	BP
GO:0004386	NCU08928	MF
GO:0003676	NCU08928	MF
GO:0005524	NCU08928	MF
GO:0008270	NCU08933	MF
GO:0003676	NCU08933	MF
GO:0003824	NCU08935	MF
GO:0006284	NCU08938	BP
GO:0006281	NCU08938	BP
GO:0003824	NCU08938	MF
GO:0005750	NCU08940	CC
GO:0006122	NCU08940	BP
GO:0005347	NCU08941	MF
GO:0055085	NCU08941	BP
GO:0043484	NCU08942	BP
GO:0003676	NCU08942	MF
GO:0016491	NCU08943	MF
GO:0016020	NCU08946	CC
GO:0008121	NCU08947	MF
GO:0007034	NCU01282	BP
GO:0022857	NCU01285	MF
GO:0055085	NCU01285	BP
GO:0022857	NCU01285	MF
GO:0001522	NCU01290	BP
GO:0003723	NCU01290	MF
GO:0009982	NCU01290	MF
GO:0009451	NCU01290	BP
GO:0003723	NCU01290	MF
GO:0006396	NCU01290	BP
GO:0005524	NCU10337	MF
GO:0046872	NCU01407	MF
GO:0008180	NCU01408	CC
GO:0005515	NCU01409	MF
GO:0006338	NCU01410	BP
GO:0031011	NCU01410	CC
GO:0022857	NCU01411	MF
GO:0055085	NCU01411	BP
GO:0022857	NCU01411	MF
GO:0016491	NCU01412	MF
GO:0016620	NCU01412	MF
GO:0055114	NCU01412	BP
GO:0006561	NCU01412	BP
GO:0055114	NCU01412	BP
GO:0004350	NCU01412	MF
GO:0004350	NCU01412	MF
GO:0050661	NCU01412	MF
GO:0006561	NCU01412	BP
GO:0055114	NCU01412	BP
GO:0016491	NCU01412	MF
GO:0055114	NCU01412	BP
GO:0007052	NCU01413	BP
GO:0003677	NCU01414	MF
GO:0009116	NCU04216	BP
GO:0004044	NCU04216	MF
GO:0009113	NCU04216	BP
GO:0016021	NCU04218	CC
GO:0004555	NCU04221	MF
GO:0005991	NCU04221	BP
GO:0003824	NCU04221	MF
GO:0005993	NCU04221	BP
GO:0005737	NCU04221	CC
GO:0005509	NCU04221	MF
GO:0004555	NCU04221	MF
GO:0005524	NCU04229	MF
GO:0004451	NCU04230	MF
GO:0019752	NCU04230	BP
GO:0003824	NCU04230	MF
GO:0016887	NCU04097	MF
GO:0005524	NCU04097	MF
GO:0009055	NCU04098	MF
GO:0015035	NCU04098	MF
GO:0008410	NCU04099	MF
GO:0005525	NCU04100	MF
GO:0003924	NCU04100	MF
GO:0005525	NCU04100	MF
GO:0005515	NCU04101	MF
GO:0006886	NCU04104	BP
GO:0006886	NCU04104	BP
GO:0008536	NCU04104	MF
GO:0008536	NCU04104	MF
GO:0005515	NCU04104	MF
GO:0046907	NCU06644	BP
GO:0000439	NCU06646	CC
GO:0006367	NCU06646	BP
GO:0006289	NCU06646	BP
GO:0003824	NCU06647	MF
GO:0005515	NCU06648	MF
GO:0006644	NCU06650	BP
GO:0004623	NCU06650	MF
GO:0050482	NCU06650	BP
GO:0005783	NCU06704	CC
GO:0002098	NCU06706	BP
GO:0033588	NCU06706	CC
GO:0016021	NCU06708	CC
GO:0016192	NCU06708	BP
GO:0016021	NCU06710	CC
GO:0019773	NCU06712	CC
GO:0006511	NCU06712	BP
GO:0019773	NCU06712	CC
GO:0005839	NCU06712	CC
GO:0051603	NCU06712	BP
GO:0009058	NCU06714	BP
GO:0016887	NCU06717	MF
GO:0005524	NCU06717	MF
GO:0008270	NCU06718	MF
GO:0003676	NCU06718	MF
GO:0061630	NCU06718	MF
GO:0016567	NCU06718	BP
GO:0006397	NCU06718	BP
GO:0008270	NCU06718	MF
GO:0005758	NCU06719	CC
GO:0004185	NCU06720	MF
GO:0006508	NCU06720	BP
GO:0006415	NCU06721	BP
GO:0003747	NCU06721	MF
GO:0006415	NCU06721	BP
GO:0000166	NCU06722	MF
GO:0004812	NCU06722	MF
GO:0006418	NCU06722	BP
GO:0005524	NCU06722	MF
GO:0004830	NCU06722	MF
GO:0006436	NCU06722	BP
GO:0000166	NCU06722	MF
GO:0005524	NCU06722	MF
GO:0006542	NCU06724	BP
GO:0006807	NCU06724	BP
GO:0004356	NCU06724	MF
GO:0006807	NCU06724	BP
GO:0004356	NCU06724	MF
GO:0003824	NCU06724	MF
GO:0006807	NCU06726	BP
GO:0003824	NCU06727	MF
GO:0006595	NCU06727	BP
GO:0005840	NCU06661	CC
GO:0003735	NCU06661	MF
GO:0006412	NCU06661	BP
GO:0005347	NCU06662	MF
GO:0055085	NCU06662	BP
GO:0006506	NCU06663	BP
GO:0005789	NCU06663	CC
GO:0016070	NCU06664	BP
GO:0003697	NCU06664	MF
GO:0003723	NCU06664	MF
GO:0043565	NCU06664	MF
GO:0003824	NCU10546	MF
GO:0004512	NCU06666	MF
GO:0008654	NCU06666	BP
GO:0006021	NCU06666	BP
GO:0035023	NCU06668	BP
GO:0008270	NCU06673	MF
GO:0016787	NCU06673	MF
GO:0003824	NCU06673	MF
GO:0016021	NCU06677	CC
GO:0006465	NCU06677	BP
GO:0004252	NCU06677	MF
GO:0005787	NCU06677	CC
GO:0000956	NCU06678	BP
GO:0008409	NCU06678	MF
GO:0003676	NCU06678	MF
GO:0004527	NCU06678	MF
GO:0003676	NCU01369	MF
GO:0005524	NCU01369	MF
GO:0000808	NCU01370	CC
GO:0006260	NCU01370	BP
GO:0005634	NCU01370	CC
GO:0055070	NCU01374	BP
GO:0005507	NCU01374	MF
GO:0005507	NCU01374	MF
GO:0055070	NCU01374	BP
GO:0016791	NCU01376	MF
GO:0003824	NCU01376	MF
GO:0005515	NCU01377	MF
GO:0003824	NCU01378	MF
GO:0006629	NCU01378	BP
GO:0030729	NCU01378	MF
GO:0005515	NCU01379	MF
GO:0016573	NCU01379	BP
GO:0000123	NCU01379	CC
GO:0005634	NCU01379	CC
GO:0003677	NCU01386	MF
GO:0005634	NCU01386	CC
GO:0006351	NCU01386	BP
GO:0008270	NCU01386	MF
GO:0042025	NCU01386	CC
GO:0008270	NCU01386	MF
GO:0000981	NCU01386	MF
GO:0006355	NCU01386	BP
GO:0043015	NCU01387	MF
GO:0000226	NCU01387	BP
GO:0007020	NCU01387	BP
GO:0000922	NCU01387	CC
GO:0043015	NCU01387	MF
GO:0005815	NCU01387	CC
GO:0006486	NCU01388	BP
GO:0000030	NCU01388	MF
GO:0016020	NCU01388	CC
GO:0005515	NCU01389	MF
GO:0006529	NCU04303	BP
GO:0004066	NCU04303	MF
GO:0008308	NCU04304	MF
GO:0098656	NCU04304	BP
GO:0005741	NCU04304	CC
GO:0005741	NCU04304	CC
GO:0055085	NCU04304	BP
GO:0008235	NCU04306	MF
GO:0004177	NCU04306	MF
GO:0006508	NCU04306	BP
GO:0005758	NCU04307	CC
GO:0016301	NCU04309	MF
GO:0005524	NCU04309	MF
GO:0022857	NCU04310	MF
GO:0055085	NCU04310	BP
GO:0005515	NCU04312	MF
GO:0009058	NCU04313	BP
GO:0016742	NCU04313	MF
GO:0016226	NCU04315	BP
GO:0051536	NCU04315	MF
GO:0005737	NCU04315	CC
GO:0004185	NCU04316	MF
GO:0006508	NCU04316	BP
GO:0008168	NCU04317	MF
GO:0003824	NCU04318	MF
GO:0055114	NCU04318	BP
GO:0005737	NCU04318	CC
GO:0016627	NCU04318	MF
GO:0006221	NCU04318	BP
GO:0004152	NCU04318	MF
GO:0043015	NCU04319	MF
GO:0000226	NCU04319	BP
GO:0007020	NCU04319	BP
GO:0000922	NCU04319	CC
GO:0043015	NCU04319	MF
GO:0005815	NCU04319	CC
GO:0070461	NCU04320	CC
GO:0016021	NCU04322	CC
GO:0022857	NCU04322	MF
GO:0055085	NCU04322	BP
GO:0022857	NCU04322	MF
GO:0055085	NCU04322	BP
GO:0022857	NCU04322	MF
GO:0016592	NCU04325	CC
GO:0003712	NCU04325	MF
GO:0006357	NCU04325	BP
GO:0004672	NCU04326	MF
GO:0006468	NCU04326	BP
GO:0005524	NCU04326	MF
GO:0004672	NCU04326	MF
GO:0006468	NCU04326	BP
GO:0003677	NCU04327	MF
GO:0005524	NCU04327	MF
GO:0006270	NCU04327	BP
GO:0003677	NCU04327	MF
GO:0006260	NCU04327	BP
GO:0005524	NCU04327	MF
GO:0042555	NCU04327	CC
GO:0003677	NCU04327	MF
GO:0005634	NCU04327	CC
GO:1905775	NCU04327	BP
GO:0005524	NCU04327	MF
GO:0006270	NCU04327	BP
GO:0061630	NCU04328	MF
GO:0008270	NCU04328	MF
GO:0008270	NCU04328	MF
GO:0042025	NCU08848	CC
GO:0008270	NCU08848	MF
GO:0000981	NCU08848	MF
GO:0006355	NCU08848	BP
GO:0003677	NCU08848	MF
GO:0005634	NCU08848	CC
GO:0006351	NCU08848	BP
GO:0008270	NCU08848	MF
GO:0004519	NCU08850	MF
GO:0009411	NCU08850	BP
GO:0006289	NCU08850	BP
GO:0006471	NCU08852	BP
GO:0003950	NCU08852	MF
GO:0003950	NCU08852	MF
GO:0019310	NCU08856	BP
GO:0050113	NCU08856	MF
GO:0005737	NCU08856	CC
GO:0055114	NCU08856	BP
GO:0005506	NCU08856	MF
GO:0016021	NCU08858	CC
GO:0022857	NCU08858	MF
GO:0055085	NCU08858	BP
GO:0022857	NCU08858	MF
GO:0022857	NCU08858	MF
GO:0055085	NCU08858	BP
GO:0016020	NCU08858	CC
GO:0005840	NCU08861	CC
GO:0006412	NCU08861	BP
GO:0003735	NCU08861	MF
GO:0005515	NCU06679	MF
GO:0016021	NCU06682	CC
GO:0016021	NCU06694	CC
GO:0004767	NCU06697	MF
GO:0006685	NCU06697	BP
GO:0016787	NCU06697	MF
GO:0016021	NCU06699	CC
GO:0006812	NCU06699	BP
GO:0055085	NCU06699	BP
GO:0008324	NCU06699	MF
GO:0003700	NCU06701	MF
GO:0003677	NCU06701	MF
GO:0006355	NCU06701	BP
GO:0098703	NCU06703	BP
GO:0005262	NCU06703	MF
GO:0004672	NCU01113	MF
GO:0006468	NCU01113	BP
GO:0005524	NCU01113	MF
GO:0006480	NCU01114	BP
GO:0008168	NCU01114	MF
GO:0006388	NCU01115	BP
GO:0000213	NCU01115	MF
GO:0006388	NCU01115	BP
GO:0004518	NCU01115	MF
GO:0003676	NCU01115	MF
GO:0016757	NCU01116	MF
GO:0005515	NCU01118	MF
GO:0016866	NCU01119	MF
GO:0042300	NCU01119	MF
GO:0005811	NCU01119	CC
GO:0000250	NCU01119	MF
GO:0016104	NCU01119	BP
GO:0003677	NCU01120	MF
GO:0000737	NCU01120	BP
GO:0005694	NCU01120	CC
GO:0003677	NCU01120	MF
GO:0005694	NCU01120	CC
GO:0003824	NCU01120	MF
GO:0005524	NCU01120	MF
GO:0006259	NCU01120	BP
GO:0003677	NCU01120	MF
GO:0016889	NCU01120	MF
GO:0005694	NCU01120	CC
GO:0005515	NCU01121	MF
GO:0050660	NCU01123	MF
GO:0016491	NCU01123	MF
GO:0055114	NCU01123	BP
GO:0050660	NCU01123	MF
GO:0071949	NCU01123	MF
GO:0016846	NCU01127	MF
GO:0022857	NCU01132	MF
GO:0055085	NCU01132	BP
GO:0016020	NCU01132	CC
GO:0016021	NCU01132	CC
GO:0022857	NCU01132	MF
GO:0055085	NCU01132	BP
GO:0022857	NCU01132	MF
GO:0020037	NCU01134	MF
GO:0055114	NCU01134	BP
GO:0005506	NCU01134	MF
GO:0016705	NCU01134	MF
GO:0055114	NCU01134	BP
GO:0016705	NCU01134	MF
GO:0016491	NCU01140	MF
GO:0055114	NCU01140	BP
GO:0008746	NCU01140	MF
GO:1902600	NCU01140	BP
GO:0055114	NCU01140	BP
GO:0032049	NCU01141	BP
GO:0008444	NCU01141	MF
GO:0003824	NCU01141	MF
GO:0005515	NCU01143	MF
GO:0003676	NCU01143	MF
GO:0005524	NCU01143	MF
GO:0004386	NCU01143	MF
GO:0005789	NCU01146	CC
GO:0030170	NCU01147	MF
GO:0019752	NCU01147	BP
GO:0016831	NCU01147	MF
GO:0003824	NCU01147	MF
GO:0005096	NCU01150	MF
GO:0005515	NCU01150	MF
GO:0004198	NCU01151	MF
GO:0006508	NCU01151	BP
GO:0003676	NCU04273	MF
GO:0031144	NCU04274	BP
GO:0005634	NCU04274	CC
GO:0071630	NCU04274	BP
GO:0006310	NCU04275	BP
GO:0006281	NCU04275	BP
GO:0005634	NCU04275	CC
GO:0000724	NCU04275	BP
GO:0000730	NCU04275	BP
GO:0045002	NCU04275	BP
GO:0005524	NCU04277	MF
GO:0004413	NCU04277	MF
GO:0006566	NCU04277	BP
GO:0005524	NCU04277	MF
GO:0004672	NCU04279	MF
GO:0006468	NCU04279	BP
GO:0005524	NCU04279	MF
GO:0051539	NCU04280	MF
GO:0006099	NCU04280	BP
GO:0003994	NCU04280	MF
GO:0005515	NCU04281	MF
GO:0031931	NCU04281	CC
GO:0031929	NCU04281	BP
GO:0031932	NCU04281	CC
GO:0005515	NCU04288	MF
GO:0006406	NCU04288	BP
GO:0009058	NCU04289	BP
GO:0003824	NCU04289	MF
GO:0003824	NCU04292	MF
GO:0009081	NCU04292	BP
GO:0004084	NCU04292	MF
GO:0042025	NCU04295	CC
GO:0008270	NCU04295	MF
GO:0000981	NCU04295	MF
GO:0006355	NCU04295	BP
GO:0003677	NCU04295	MF
GO:0005634	NCU04295	CC
GO:0006351	NCU04295	BP
GO:0008270	NCU04295	MF
GO:0003855	NCU04298	MF
GO:0003824	NCU04298	MF
GO:0005777	NCU04301	CC
GO:0019789	NCU04302	MF
GO:0016491	NCU03748	MF
GO:0055114	NCU03748	BP
GO:0016021	NCU03752	CC
GO:0047750	NCU03752	MF
GO:0016125	NCU03752	BP
GO:0000784	NCU03754	CC
GO:0003677	NCU03754	MF
GO:0000723	NCU03754	BP
GO:0004499	NCU03755	MF
GO:0050661	NCU03755	MF
GO:0055114	NCU03755	BP
GO:0050660	NCU03755	MF
GO:0030170	NCU03756	MF
GO:0009058	NCU03756	BP
GO:0005840	NCU03757	CC
GO:0003735	NCU03757	MF
GO:0006412	NCU03757	BP
GO:0005840	NCU03757	CC
GO:0006412	NCU03757	BP
GO:0003735	NCU03757	MF
GO:0000166	NCU03759	MF
GO:0004812	NCU03759	MF
GO:0006418	NCU03759	BP
GO:0005524	NCU03759	MF
GO:0006431	NCU03759	BP
GO:0000166	NCU03759	MF
GO:0005524	NCU03759	MF
GO:0004825	NCU03759	MF
GO:0004825	NCU03759	MF
GO:0006431	NCU03759	BP
GO:0016747	NCU03760	MF
GO:0008080	NCU03760	MF
GO:0030170	NCU03761	MF
GO:0006520	NCU03761	BP
GO:0006260	NCU03763	BP
GO:0003677	NCU03763	MF
GO:0003676	NCU03765	MF
GO:0003676	NCU03765	MF
GO:0006139	NCU03765	BP
GO:0008408	NCU03765	MF
GO:0034551	NCU03767	BP
GO:0005524	NCU03767	MF
GO:0005634	NCU03769	CC
GO:0006334	NCU03769	BP
GO:0003824	NCU03770	MF
GO:0016052	NCU03770	BP
GO:0008496	NCU03770	MF
GO:0043048	NCU03771	BP
GO:0004168	NCU03771	MF
GO:0016887	NCU03776	MF
GO:0005524	NCU03776	MF
GO:0016021	NCU03776	CC
GO:0055085	NCU03776	BP
GO:0042626	NCU03776	MF
GO:0005524	NCU03776	MF
GO:0016021	NCU03776	CC
GO:0005524	NCU03776	MF
GO:0003860	NCU03777	MF
GO:0003824	NCU03777	MF
GO:0030532	NCU03778	CC
GO:0008380	NCU03778	BP
GO:0006071	NCU03779	BP
GO:0004371	NCU03779	MF
GO:0006071	NCU03779	BP
GO:0005524	NCU03779	MF
GO:0004371	NCU03779	MF
GO:0022857	NCU03784	MF
GO:0006811	NCU03784	BP
GO:0016020	NCU03784	CC
GO:0016020	NCU03784	CC
GO:0055085	NCU03784	BP
GO:0019888	NCU03786	MF
GO:0000159	NCU03786	CC
GO:0007165	NCU03786	BP
GO:0003747	NCU04174	MF
GO:0006415	NCU04174	BP
GO:0005515	NCU04176	MF
GO:0002098	NCU04176	BP
GO:0033588	NCU04176	CC
