GO	GENE	CLASS
GO:0009820	NCU12075	BP
GO:0003677	NCU12087	MF
GO:0006289	NCU12087	BP
GO:0003684	NCU12087	MF
GO:0005634	NCU12087	CC
GO:0033617	NCU12100	BP
GO:0005758	NCU12100	CC
GO:0006888	NCU12111	BP
GO:0032259	NCU12112	BP
GO:0008168	NCU12112	MF
GO:0001510	NCU12112	BP
GO:0008168	NCU12112	MF
GO:0001510	NCU12112	BP
GO:0008168	NCU12112	MF
GO:0032259	NCU12112	BP
GO:0008168	NCU12112	MF
GO:0046872	NCU12114	MF
GO:0016021	NCU12120	CC
GO:0004252	NCU12120	MF
GO:0008080	NCU12125	MF
GO:0042025	NCU12126	CC
GO:0008270	NCU12126	MF
GO:0000981	NCU12126	MF
GO:0006355	NCU12126	BP
GO:0005515	NCU12130	MF
GO:0016021	NCU12154	CC
GO:0022857	NCU12154	MF
GO:0055085	NCU12154	BP
GO:0005515	NCU17058	MF
GO:0045292	NCU17058	BP
GO:0003824	NCU17060	MF
GO:0016787	NCU17088	MF
GO:0016758	NCU17108	MF
GO:0016758	NCU17108	MF
GO:0005840	NCU17114	CC
GO:0003735	NCU17114	MF
GO:0006412	NCU17114	BP
GO:0006412	NCU17114	BP
GO:0016787	NCU17138	MF
GO:0016831	NCU02193	MF
GO:0030976	NCU02193	MF
GO:0000287	NCU02193	MF
GO:0030976	NCU02193	MF
GO:0003824	NCU02193	MF
GO:0030976	NCU02193	MF
GO:0030976	NCU02193	MF
GO:0003824	NCU02193	MF
GO:0030976	NCU02193	MF
GO:0030976	NCU02193	MF
GO:0000287	NCU02193	MF
GO:0016831	NCU02193	MF
GO:0004672	NCU02234	MF
GO:0006468	NCU02234	BP
GO:0005524	NCU02234	MF
GO:0005524	NCU02234	MF
GO:0004672	NCU02234	MF
GO:0006468	NCU02234	BP
GO:0004672	NCU02234	MF
GO:0006468	NCU02234	BP
GO:0005524	NCU02234	MF
GO:0005524	NCU02234	MF
GO:0004672	NCU02234	MF
GO:0006468	NCU02234	BP
GO:0004571	NCU02235	MF
GO:0005509	NCU02235	MF
GO:0016020	NCU02235	CC
GO:0003824	NCU02235	MF
GO:0005509	NCU02235	MF
GO:0004571	NCU02235	MF
GO:0016020	NCU02235	CC
GO:0016592	NCU02253	CC
GO:0003712	NCU02253	MF
GO:0006357	NCU02253	BP
GO:0000902	NCU02254	BP
GO:0007023	NCU02254	BP
GO:0015631	NCU02254	MF
GO:0000902	NCU02254	BP
GO:0007023	NCU02254	BP
GO:0016021	NCU02255	CC
GO:0006506	NCU02255	BP
GO:0017176	NCU02255	MF
GO:0016272	NCU02264	CC
GO:0006457	NCU02264	BP
GO:0016272	NCU02264	CC
GO:0006457	NCU02264	BP
GO:0005634	NCU02265	CC
GO:0005737	NCU02265	CC
GO:0007623	NCU02265	BP
GO:0006355	NCU02265	BP
GO:0005634	NCU02265	CC
GO:0005737	NCU02265	CC
GO:0007623	NCU02265	BP
GO:0006355	NCU02265	BP
GO:0008080	NCU02284	MF
GO:0034470	NCU02284	BP
GO:0016072	NCU02284	BP
GO:0008080	NCU02284	MF
GO:0005524	NCU02284	MF
GO:0003747	NCU02285	MF
GO:0006415	NCU02285	BP
GO:0046872	NCU02333	MF
GO:0006525	NCU02333	BP
GO:0004053	NCU02333	MF
GO:0046872	NCU02333	MF
GO:0016813	NCU02333	MF
GO:0046872	NCU02333	MF
GO:0046872	NCU02333	MF
GO:0006525	NCU02333	BP
GO:0004053	NCU02333	MF
GO:0016813	NCU02333	MF
GO:0046872	NCU02333	MF
GO:0046872	NCU02333	MF
GO:0005515	NCU02351	MF
GO:0030433	NCU02353	BP
GO:0101005	NCU02353	MF
GO:0004843	NCU02353	MF
GO:0016579	NCU02353	BP
GO:0008270	NCU02356	MF
GO:0006355	NCU02356	BP
GO:0043565	NCU02356	MF
GO:0005515	NCU02356	MF
GO:0008270	NCU02356	MF
GO:0006355	NCU02356	BP
GO:0016811	NCU02361	MF
GO:0016811	NCU02361	MF
GO:0005737	NCU02380	CC
GO:0004829	NCU02380	MF
GO:0006435	NCU02380	BP
GO:0005524	NCU02380	MF
GO:0004812	NCU02380	MF
GO:0043039	NCU02380	BP
GO:0005524	NCU02380	MF
GO:0000166	NCU02380	MF
GO:0004812	NCU02380	MF
GO:0006418	NCU02380	BP
GO:0005524	NCU02380	MF
GO:0000166	NCU02380	MF
GO:0005515	NCU02388	MF
GO:0004672	NCU02393	MF
GO:0006468	NCU02393	BP
GO:0004707	NCU02393	MF
GO:0006468	NCU02393	BP
GO:0005524	NCU02393	MF
GO:0004672	NCU02393	MF
GO:0006468	NCU02393	BP
GO:0005524	NCU02393	MF
GO:0005524	NCU02393	MF
GO:0003676	NCU02404	MF
GO:0003676	NCU02404	MF
GO:0006661	NCU02409	BP
GO:0070772	NCU02409	CC
GO:0006661	NCU02409	BP
GO:0070772	NCU02409	CC
GO:0070652	NCU02410	CC
GO:0051225	NCU02410	BP
GO:0005524	NCU02420	MF
GO:0016197	NCU02425	BP
GO:0031932	NCU02425	CC
GO:0005546	NCU02425	MF
GO:0038203	NCU02425	BP
GO:0030036	NCU02425	BP
GO:0016197	NCU02425	BP
GO:0031932	NCU02425	CC
GO:0005546	NCU02425	MF
GO:0038203	NCU02425	BP
GO:0030036	NCU02425	BP
GO:0008168	NCU02428	MF
GO:0008168	NCU02428	MF
GO:0008270	NCU02432	MF
GO:0003676	NCU02432	MF
GO:0008270	NCU02432	MF
GO:0003676	NCU02432	MF
GO:0004794	NCU02450	MF
GO:0009097	NCU02450	BP
GO:0030170	NCU02450	MF
GO:0006520	NCU02450	BP
GO:0004794	NCU02450	MF
GO:0009097	NCU02450	BP
GO:0003887	NCU02457	MF
GO:0006281	NCU02457	BP
GO:0006281	NCU02457	BP
GO:0003684	NCU02457	MF
GO:0016020	NCU02460	CC
GO:0016192	NCU02460	BP
GO:0016020	NCU02460	CC
GO:0016192	NCU02460	BP
GO:0016020	NCU02460	CC
GO:0016020	NCU02460	CC
GO:0016020	NCU02460	CC
GO:0016192	NCU02460	BP
GO:0016020	NCU02460	CC
GO:0005515	NCU04553	MF
GO:0006412	NCU04553	BP
GO:0005840	NCU04553	CC
GO:0003735	NCU04553	MF
GO:0006412	NCU04553	BP
GO:0022857	NCU05776	MF
GO:0016020	NCU05776	CC
GO:0055085	NCU05776	BP
GO:0016021	NCU05776	CC
GO:0006865	NCU05776	BP
GO:0055085	NCU05776	BP
GO:0005515	NCU05791	MF
GO:0005515	NCU05791	MF
GO:0005515	NCU05791	MF
GO:0048193	NCU05796	BP
GO:0030008	NCU05796	CC
GO:0048193	NCU05796	BP
GO:0030008	NCU05796	CC
GO:0008270	NCU05800	MF
GO:0003676	NCU05800	MF
GO:0003824	NCU05805	MF
GO:0030170	NCU05805	MF
GO:0004372	NCU05805	MF
GO:0019264	NCU05805	BP
GO:0035999	NCU05805	BP
GO:0030170	NCU05805	MF
GO:0004497	NCU05883	MF
GO:0055114	NCU05883	BP
GO:0016705	NCU05883	MF
GO:0005515	NCU06021	MF
GO:0005515	NCU06030	MF
GO:0005515	NCU06030	MF
GO:0005840	NCU06048	CC
GO:0003735	NCU06048	MF
GO:0006412	NCU06048	BP
GO:0016765	NCU06054	MF
GO:0016740	NCU06054	MF
GO:0009058	NCU06054	BP
GO:0051996	NCU06054	MF
GO:0004310	NCU06054	MF
GO:0016021	NCU06054	CC
GO:0008610	NCU06054	BP
GO:0016765	NCU06054	MF
GO:0016740	NCU06054	MF
GO:0009058	NCU06054	BP
GO:0016021	NCU06054	CC
GO:0008610	NCU06054	BP
GO:0051996	NCU06054	MF
GO:0004310	NCU06054	MF
GO:0006096	NCU06075	BP
GO:0004743	NCU06075	MF
GO:0030955	NCU06075	MF
GO:0000287	NCU06075	MF
GO:0003824	NCU06075	MF
GO:0004743	NCU06075	MF
GO:0006096	NCU06075	BP
GO:0003700	NCU06095	MF
GO:0006357	NCU06095	BP
GO:0003700	NCU06095	MF
GO:0006357	NCU06095	BP
GO:0009228	NCU06110	BP
GO:0003677	NCU06863	MF
GO:0000786	NCU06863	CC
GO:0042025	NCU06863	CC
GO:0006334	NCU06863	BP
GO:0003677	NCU06863	MF
GO:0000786	NCU06863	CC
GO:0006334	NCU06863	BP
GO:0003677	NCU06863	MF
GO:0000786	NCU06863	CC
GO:0042025	NCU06863	CC
GO:0006334	NCU06863	BP
GO:0003677	NCU06863	MF
GO:0000786	NCU06863	CC
GO:0006334	NCU06863	BP
GO:0005847	NCU06869	CC
GO:0006378	NCU06869	BP
GO:0006379	NCU06869	BP
GO:0016192	NCU06922	BP
GO:0016491	NCU06931	MF
GO:0055114	NCU06931	BP
GO:0016491	NCU06931	MF
GO:0055114	NCU06931	BP
GO:0030151	NCU06931	MF
GO:0004672	NCU08177	MF
GO:0006468	NCU08177	BP
GO:0005524	NCU08177	MF
GO:0004672	NCU08177	MF
GO:0006468	NCU08177	BP
GO:0004672	NCU08177	MF
GO:0006468	NCU08177	BP
GO:0005524	NCU08177	MF
GO:0004672	NCU08177	MF
GO:0006468	NCU08177	BP
GO:0046540	NCU08395	CC
GO:0000398	NCU08395	BP
GO:0016740	NCU08399	MF
GO:0003824	NCU08399	MF
GO:0031177	NCU08399	MF
GO:0005975	NCU09042	BP
GO:0004553	NCU09042	MF
GO:0000272	NCU09042	BP
GO:0052761	NCU09042	MF
GO:0005576	NCU09042	CC
GO:0004553	NCU09042	MF
GO:0004553	NCU09042	MF
GO:0005975	NCU09042	BP
GO:0004553	NCU09042	MF
GO:0000272	NCU09042	BP
GO:0052761	NCU09042	MF
GO:0005576	NCU09042	CC
GO:0070940	NCU09300	BP
GO:0008420	NCU09300	MF
GO:0005634	NCU09300	CC
GO:0004721	NCU09300	MF
GO:0016758	NCU09301	MF
GO:0005975	NCU09301	BP
GO:0030259	NCU09301	BP
GO:0016491	NCU09390	MF
GO:0016491	NCU09390	MF
GO:0005515	NCU09432	MF
GO:0022857	NCU09458	MF
GO:0022857	NCU09458	MF
GO:0055085	NCU09458	BP
GO:0046872	NCU09560	MF
GO:0055114	NCU09560	BP
GO:0004784	NCU09560	MF
GO:0006801	NCU09560	BP
GO:0046872	NCU09560	MF
GO:0055114	NCU09560	BP
GO:0006801	NCU09560	BP
GO:0004784	NCU09560	MF
GO:0046872	NCU09560	MF
GO:0055114	NCU09560	BP
GO:0004784	NCU09560	MF
GO:0006801	NCU09560	BP
GO:0046872	NCU09560	MF
GO:0055114	NCU09560	BP
GO:0006801	NCU09560	BP
GO:0004784	NCU09560	MF
GO:0006817	NCU09564	BP
GO:0005315	NCU09564	MF
GO:0016020	NCU09564	CC
GO:0055114	NCU10015	BP
GO:0016705	NCU10015	MF
GO:0055114	NCU10015	BP
GO:0016705	NCU10015	MF
GO:0043022	NCU10225	MF
GO:0016491	NCU10775	MF
GO:0055114	NCU10775	BP
GO:0016020	NCU12022	CC
GO:0005840	NCU12023	CC
GO:0006412	NCU12023	BP
GO:0003735	NCU12023	MF
GO:0003735	NCU12023	MF
GO:0006412	NCU12023	BP
GO:0015935	NCU12023	CC
GO:0005840	NCU12023	CC
GO:0003735	NCU12023	MF
GO:0006412	NCU12023	BP
GO:0003824	NCU12026	MF
GO:0005975	NCU12033	BP
GO:0008080	NCU12035	MF
GO:0016491	NCU12046	MF
GO:0055114	NCU12046	BP
GO:0005515	NCU12050	MF
GO:0016491	NCU12058	MF
GO:0055114	NCU12058	BP
GO:0019903	NCU15835	MF
GO:0043666	NCU15835	BP
GO:0019903	NCU15835	MF
GO:0043666	NCU15835	BP
GO:0006499	NCU17177	BP
GO:0004379	NCU17177	MF
GO:0004379	NCU17177	MF
GO:0032324	NCU17186	BP
GO:0005815	NCU17239	CC
GO:0008270	NCU17247	MF
GO:0003676	NCU17247	MF
GO:0022857	NCU17257	MF
GO:0055085	NCU17257	BP
GO:0022857	NCU17257	MF
GO:0046695	NCU17260	CC
GO:0000124	NCU17260	CC
GO:0005669	NCU17260	CC
GO:0055085	NCU17261	BP
GO:0043386	NCU17267	BP
GO:0055085	NCU17269	BP
GO:0043386	NCU17270	BP
GO:0006508	NCU17271	BP
GO:0008236	NCU17271	MF
GO:0042720	NCU17277	CC
GO:0005509	NCU03423	MF
GO:0055085	NCU04991	BP
GO:0043139	NCU03482	MF
GO:0035267	NCU03482	CC
GO:0043139	NCU03482	MF
GO:0097255	NCU03482	CC
GO:0031011	NCU03482	CC
GO:0003678	NCU03482	MF
GO:0005524	NCU03482	MF
GO:0003712	NCU03550	MF
GO:0000124	NCU03550	CC
GO:0035368	NCU03550	MF
GO:0046982	NCU06405	MF
GO:0048500	NCU03485	CC
GO:0006614	NCU03485	BP
GO:0008312	NCU03485	MF
GO:0003676	NCU00496	MF
GO:0051539	NCU00498	MF
GO:0046872	NCU00498	MF
GO:0003824	NCU00498	MF
GO:0006777	NCU00498	BP
GO:0006777	NCU00498	BP
GO:0046872	NCU00498	MF
GO:0019008	NCU00498	CC
GO:0006777	NCU00498	BP
GO:0051539	NCU00498	MF
GO:0051536	NCU00498	MF
GO:0003824	NCU00498	MF
GO:0003824	NCU00056	MF
GO:0006633	NCU00056	BP
GO:0016747	NCU00056	MF
GO:0003677	NCU00054	MF
GO:0005634	NCU00054	CC
GO:0006351	NCU00054	BP
GO:0008270	NCU00054	MF
GO:0008199	NCU00055	MF
GO:0003824	NCU00055	MF
GO:0006725	NCU00055	BP
GO:0055114	NCU00055	BP
GO:0016702	NCU00055	MF
GO:0055114	NCU00055	BP
GO:0005506	NCU00055	MF
GO:0009712	NCU00055	BP
GO:0055114	NCU00055	BP
GO:0018576	NCU00055	MF
GO:0005506	NCU00055	MF
GO:0016702	NCU00055	MF
GO:0016021	NCU03509	CC
GO:0006865	NCU03509	BP
GO:0055085	NCU03509	BP
GO:0016020	NCU03509	CC
GO:0055085	NCU03509	BP
GO:0008080	NCU04996	MF
GO:0005975	NCU04997	BP
GO:0004553	NCU04997	MF
GO:0030248	NCU04997	MF
GO:0005975	NCU04997	BP
GO:0005576	NCU04997	CC
GO:0005975	NCU04997	BP
GO:0030248	NCU04997	MF
GO:0005576	NCU04997	CC
GO:0008610	NCU05000	BP
GO:0003824	NCU05000	MF
GO:0005515	NCU07246	MF
GO:0003677	NCU07246	MF
GO:0030907	NCU07246	CC
GO:0000083	NCU07246	BP
GO:0006874	NCU07247	BP
GO:0030234	NCU07247	MF
GO:0030176	NCU07247	CC
GO:0042790	NCU04353	BP
GO:0000500	NCU04353	CC
GO:0016787	NCU04354	MF
GO:0003677	NCU04354	MF
GO:0005524	NCU04354	MF
GO:0016301	NCU04355	MF
GO:0004430	NCU04355	MF
GO:0003855	NCU04358	MF
GO:0003824	NCU04358	MF
GO:0004764	NCU04358	MF
GO:0055114	NCU04358	BP
GO:0005381	NCU03497	MF
GO:0033573	NCU03497	CC
GO:0016020	NCU03497	CC
GO:0034755	NCU03497	BP
GO:0005507	NCU03498	MF
GO:0016491	NCU03498	MF
GO:0005507	NCU03498	MF
GO:0055114	NCU03498	BP
GO:0055114	NCU03498	BP
GO:0030170	NCU03500	MF
GO:0009058	NCU03500	BP
GO:0003824	NCU03500	MF
GO:0004378	NCU03503	MF
GO:0006486	NCU03503	BP
GO:0006614	NCU01455	BP
GO:0005515	NCU01455	MF
GO:0048500	NCU01455	CC
GO:0006614	NCU01455	BP
GO:0008312	NCU01455	MF
GO:0006511	NCU01457	BP
GO:0036459	NCU01457	MF
GO:0016579	NCU01457	BP
GO:0036459	NCU01457	MF
GO:0003700	NCU01459	MF
GO:0006355	NCU01459	BP
GO:0003677	NCU01460	MF
GO:0006310	NCU01460	BP
GO:0005634	NCU01460	CC
GO:0006260	NCU01460	BP
GO:0006281	NCU01460	BP
GO:0006338	NCU03858	BP
GO:0005634	NCU03858	CC
GO:0031011	NCU03858	CC
GO:0003824	NCU03861	MF
GO:0016021	NCU03863	CC
GO:0005515	NCU03864	MF
GO:0004848	NCU03850	MF
GO:0000256	NCU03850	BP
GO:0050385	NCU03850	MF
GO:0043087	NCU03852	BP
GO:0007165	NCU03852	BP
GO:0005515	NCU03853	MF
GO:0000413	NCU03853	BP
GO:0003755	NCU03853	MF
GO:0003755	NCU03853	MF
GO:0006457	NCU03853	BP
GO:0051499	NCU03854	MF
GO:0002161	NCU03854	MF
GO:0005737	NCU03854	CC
GO:0005525	NCU03515	MF
GO:0015934	NCU03516	CC
GO:0003735	NCU03516	MF
GO:0006412	NCU03516	BP
GO:0006412	NCU03516	BP
GO:0005515	NCU03517	MF
GO:0006207	NCU03488	BP
GO:0004590	NCU03488	MF
GO:0003824	NCU03488	MF
GO:0044205	NCU03488	BP
GO:0004590	NCU03488	MF
GO:0003676	NCU03491	MF
GO:0003723	NCU03491	MF
GO:0006397	NCU03491	BP
GO:0005634	NCU03491	CC
GO:0020037	NCU03492	MF
GO:0016491	NCU03492	MF
GO:0008610	NCU03492	BP
GO:0055114	NCU03492	BP
GO:0005506	NCU03492	MF
GO:0006629	NCU03492	BP
GO:0016021	NCU03492	CC
GO:0080132	NCU03492	MF
GO:0004722	NCU03495	MF
GO:0006470	NCU03495	BP
GO:0043169	NCU03495	MF
GO:0003824	NCU03495	MF
GO:0005515	NCU07233	MF
GO:0016491	NCU03332	MF
GO:0016491	NCU07242	MF
GO:0051082	NCU04448	MF
GO:0006457	NCU04448	BP
GO:0005524	NCU04448	MF
GO:0051082	NCU04448	MF
GO:0005524	NCU04448	MF
GO:0006457	NCU04448	BP
GO:0005524	NCU04448	MF
GO:0000166	NCU04449	MF
GO:0004812	NCU04449	MF
GO:0006418	NCU04449	BP
GO:0005524	NCU04449	MF
GO:0004827	NCU04449	MF
GO:0005737	NCU04449	CC
GO:0006433	NCU04449	BP
GO:0005524	NCU04449	MF
GO:0004827	NCU04449	MF
GO:0005737	NCU04449	CC
GO:0006433	NCU04449	BP
GO:0000166	NCU04449	MF
GO:0005524	NCU04449	MF
GO:0005737	NCU04449	CC
GO:0006433	NCU04449	BP
GO:0004827	NCU04449	MF
GO:0000166	NCU04449	MF
GO:0005524	NCU04449	MF
GO:0000002	NCU04450	BP
GO:0005739	NCU04450	CC
GO:0045145	NCU04450	MF
GO:0045145	NCU04450	MF
GO:0003824	NCU04452	MF
GO:0016491	NCU04452	MF
GO:0055114	NCU04452	BP
GO:0010181	NCU04452	MF
GO:0016757	NCU04454	MF
GO:0000030	NCU04454	MF
GO:0005732	NCU04455	CC
GO:0003723	NCU04455	MF
GO:0000493	NCU04455	BP
GO:0042254	NCU04455	BP
GO:0042254	NCU04455	BP
GO:0001522	NCU04455	BP
GO:0005515	NCU04456	MF
GO:0005049	NCU01820	MF
GO:0006886	NCU01820	BP
GO:0008536	NCU01820	MF
GO:0003824	NCU01821	MF
GO:0030904	NCU01822	CC
GO:0042147	NCU01822	BP
GO:0007165	NCU01823	BP
GO:0000155	NCU01823	MF
GO:0005515	NCU01823	MF
GO:0000160	NCU01823	BP
GO:0004672	NCU01823	MF
GO:0006468	NCU01823	BP
GO:0005524	NCU01823	MF
GO:0016772	NCU01823	MF
GO:0016310	NCU01823	BP
GO:0000155	NCU01823	MF
GO:0007165	NCU01823	BP
GO:0022857	NCU01494	MF
GO:0055085	NCU01494	BP
GO:0016020	NCU01494	CC
GO:0016021	NCU01494	CC
GO:0022857	NCU01494	MF
GO:0055085	NCU01494	BP
GO:0022857	NCU01494	MF
GO:0020037	NCU05006	MF
GO:0055114	NCU05006	BP
GO:0005506	NCU05006	MF
GO:0016705	NCU05006	MF
GO:0046872	NCU05007	MF
GO:0006633	NCU05008	BP
GO:0016491	NCU05011	MF
GO:0031177	NCU05011	MF
GO:0003824	NCU05011	MF
GO:0016740	NCU05011	MF
GO:0003677	NCU04548	MF
GO:0000166	NCU04548	MF
GO:0003887	NCU04548	MF
GO:0005634	NCU04548	CC
GO:0008270	NCU04548	MF
GO:0006260	NCU04548	BP
GO:0003676	NCU04548	MF
GO:0003677	NCU04548	MF
GO:0003887	NCU04548	MF
GO:0006260	NCU04548	BP
GO:0006281	NCU04548	BP
GO:0008622	NCU04548	CC
GO:0003887	NCU04548	MF
GO:0003676	NCU04548	MF
GO:0000166	NCU04548	MF
GO:0033617	NCU04549	BP
GO:0005743	NCU04549	CC
GO:0005840	NCU04552	CC
GO:0003735	NCU04552	MF
GO:0006412	NCU04552	BP
GO:0005975	NCU04554	BP
GO:0004553	NCU04554	MF
GO:0005975	NCU04554	BP
GO:0008061	NCU04554	MF
GO:0042025	NCU06407	CC
GO:0008270	NCU06407	MF
GO:0000981	NCU06407	MF
GO:0006355	NCU06407	BP
GO:0003677	NCU06407	MF
GO:0005634	NCU06407	CC
GO:0006351	NCU06407	BP
GO:0008270	NCU06407	MF
GO:0005525	NCU06410	MF
GO:0003924	NCU06410	MF
GO:0005525	NCU06410	MF
GO:0061630	NCU06411	MF
GO:0016567	NCU06411	BP
GO:0006397	NCU06411	BP
GO:0005525	NCU06414	MF
GO:0044237	NCU01785	BP
GO:0000166	NCU01785	MF
GO:0003824	NCU01785	MF
GO:0005666	NCU01785	CC
GO:0006384	NCU01785	BP
GO:0006352	NCU01785	BP
GO:0030880	NCU01785	CC
GO:0004749	NCU01786	MF
GO:0009165	NCU01786	BP
GO:0000287	NCU01786	MF
GO:0009156	NCU01786	BP
GO:0004749	NCU01786	MF
GO:0000287	NCU01786	MF
GO:0044249	NCU01786	BP
GO:0009116	NCU01786	BP
GO:0016021	NCU01788	CC
GO:0055085	NCU01788	BP
GO:0016021	NCU01788	CC
GO:0015140	NCU01788	MF
GO:0071423	NCU01788	BP
GO:0009143	NCU01441	BP
GO:0047429	NCU01441	MF
GO:0006434	NCU01443	BP
GO:0004828	NCU01443	MF
GO:0000166	NCU01443	MF
GO:0005524	NCU01443	MF
GO:0000166	NCU01443	MF
GO:0000166	NCU01443	MF
GO:0004812	NCU01443	MF
GO:0006418	NCU01443	BP
GO:0005524	NCU01443	MF
GO:0005525	NCU01444	MF
GO:0003924	NCU01444	MF
GO:0005525	NCU01444	MF
GO:0005525	NCU01444	MF
GO:0016020	NCU01444	CC
GO:0007165	NCU01444	BP
GO:0005840	NCU01452	CC
GO:0003735	NCU01452	MF
GO:0006412	NCU01452	BP
GO:0022857	NCU04537	MF
GO:0016021	NCU04537	CC
GO:0022857	NCU04537	MF
GO:0055085	NCU04537	BP
GO:0022857	NCU04537	MF
GO:0055085	NCU04537	BP
GO:0016020	NCU04537	CC
GO:0016491	NCU04539	MF
GO:0016491	NCU04539	MF
GO:0055114	NCU04539	BP
GO:0010181	NCU04539	MF
GO:0005515	NCU04540	MF
GO:0007034	NCU04541	BP
GO:0004648	NCU01429	MF
GO:0006564	NCU01429	BP
GO:0003824	NCU01429	MF
GO:0003779	NCU01431	MF
GO:0017048	NCU01431	MF
GO:0030036	NCU01431	BP
GO:0003779	NCU01431	MF
GO:0016043	NCU01431	BP
GO:0005515	NCU01433	MF
GO:0006470	NCU01433	BP
GO:0004721	NCU01433	MF
GO:0016787	NCU01433	MF
GO:0000172	NCU01434	CC
GO:0008033	NCU01434	BP
GO:0005655	NCU01434	CC
GO:0006379	NCU01434	BP
GO:0005524	NCU01435	MF
GO:0004672	NCU01435	MF
GO:0006468	NCU01435	BP
GO:0004672	NCU01435	MF
GO:0006468	NCU01435	BP
GO:0005524	NCU01435	MF
GO:0005634	NCU01438	CC
GO:0006334	NCU01438	BP
GO:0055114	NCU01439	BP
GO:0051287	NCU01439	MF
GO:0051287	NCU01439	MF
GO:0016616	NCU01439	MF
GO:0055114	NCU01439	BP
GO:0004617	NCU01439	MF
GO:0006564	NCU01439	BP
GO:0003866	NCU01632	MF
GO:0009073	NCU01632	BP
GO:0016765	NCU01632	MF
GO:0003855	NCU01632	MF
GO:0055114	NCU01632	BP
GO:0004764	NCU01632	MF
GO:0005737	NCU01632	CC
GO:0003824	NCU01632	MF
GO:0003866	NCU01632	MF
GO:0004764	NCU01632	MF
GO:0009073	NCU01632	BP
GO:0004765	NCU01632	MF
GO:0003856	NCU01632	MF
GO:0003855	NCU01632	MF
GO:0004764	NCU01632	MF
GO:0055114	NCU01632	BP
GO:0009073	NCU01632	BP
GO:0005737	NCU01632	CC
GO:0003856	NCU01632	MF
GO:0022857	NCU01633	MF
GO:0055085	NCU01633	BP
GO:0016020	NCU01633	CC
GO:0016021	NCU01633	CC
GO:0022857	NCU01633	MF
GO:0055085	NCU01633	BP
GO:0022857	NCU01633	MF
GO:0046982	NCU01635	MF
GO:0003677	NCU01635	MF
GO:0000786	NCU01635	CC
GO:0003677	NCU01635	MF
GO:0015035	NCU01636	MF
GO:0046540	NCU01637	CC
GO:0000398	NCU01637	BP
GO:0003677	NCU01638	MF
GO:0003899	NCU01638	MF
GO:0006351	NCU01638	BP
GO:0042025	NCU01638	CC
GO:0006351	NCU01638	BP
GO:0003899	NCU01638	MF
GO:0008270	NCU01638	MF
GO:0003899	NCU01638	MF
GO:0003677	NCU01638	MF
GO:0006351	NCU01638	BP
GO:0004672	NCU03571	MF
GO:0006468	NCU03571	BP
GO:0005524	NCU03571	MF
GO:0004672	NCU03571	MF
GO:0006468	NCU03571	BP
GO:0005524	NCU03571	MF
GO:0005515	NCU03572	MF
GO:0032981	NCU03574	BP
GO:0005739	NCU03574	CC
GO:0000166	NCU03575	MF
GO:0004812	NCU03575	MF
GO:0006418	NCU03575	BP
GO:0005524	NCU03575	MF
GO:0006428	NCU03575	BP
GO:0004822	NCU03575	MF
GO:0000166	NCU03575	MF
GO:0005524	NCU03575	MF
GO:0004822	NCU03575	MF
GO:0000049	NCU03575	MF
GO:0002161	NCU03575	MF
GO:0006418	NCU03575	BP
GO:0004812	NCU03575	MF
GO:0006418	NCU03575	BP
GO:0030170	NCU03579	MF
GO:0005515	NCU01713	MF
GO:0016021	NCU01724	CC
GO:0006812	NCU01724	BP
GO:0055085	NCU01724	BP
GO:0015299	NCU01724	MF
GO:0003824	NCU01725	MF
GO:0016021	NCU03459	CC
GO:0004252	NCU03459	MF
GO:0016765	NCU03460	MF
GO:1902600	NCU03463	BP
GO:0015078	NCU03463	MF
GO:0033179	NCU03463	CC
GO:0000220	NCU03463	CC
GO:0046982	NCU03464	MF
GO:0006366	NCU03464	BP
GO:0016021	NCU05068	CC
GO:0016491	NCU05069	MF
GO:0055114	NCU05069	BP
GO:0051537	NCU05069	MF
GO:0055114	NCU05069	BP
GO:0051537	NCU05069	MF
GO:0004222	NCU05071	MF
GO:0006508	NCU05071	BP
GO:0008237	NCU05071	MF
GO:0034551	NCU05076	BP
GO:0005739	NCU05076	CC
GO:0043022	NCU05076	MF
GO:0070131	NCU05076	BP
GO:0007034	NCU05077	BP
GO:0030001	NCU05077	BP
GO:0004719	NCU05078	MF
GO:0006464	NCU05078	BP
GO:0022857	NCU05079	MF
GO:0016020	NCU05079	CC
GO:0055085	NCU05079	BP
GO:0000723	NCU04079	BP
GO:0003677	NCU04079	MF
GO:0016409	NCU04080	MF
GO:0005525	NCU04081	MF
GO:0033615	NCU04082	BP
GO:0016491	NCU04084	MF
GO:0055114	NCU04084	BP
GO:0050660	NCU04084	MF
GO:0050660	NCU04084	MF
GO:0071949	NCU04084	MF
GO:0006807	NCU04086	BP
GO:0001671	NCU04087	MF
GO:0051879	NCU04087	MF
GO:0001671	NCU04087	MF
GO:0051087	NCU04087	MF
GO:0055114	NCU04089	BP
GO:0016705	NCU04089	MF
GO:0020037	NCU04089	MF
GO:0055114	NCU04089	BP
GO:0005506	NCU04089	MF
GO:0016705	NCU04089	MF
GO:0016021	NCU04090	CC
GO:0005515	NCU04091	MF
GO:0016787	NCU04092	MF
GO:0008270	NCU08768	MF
GO:0016491	NCU08768	MF
GO:0055114	NCU08768	BP
GO:0016491	NCU08768	MF
GO:0030976	NCU08771	MF
GO:0030976	NCU08771	MF
